KEY, COLUMN, SOURCE_TABLE, SOURCE_VALUE, TARGET_TABLE, TARGET_VALUE, COMMENTS
5397_US-2019-147340,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3286_CA-2020-150525,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8159_CA-2020-136238,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2989_CA-2019-139010,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
280_CA-2020-132976,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2167_CA-2019-154018,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1512_CA-2020-100384,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4568_US-2020-149510,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6771_CA-2020-139402,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2768_CA-2020-167752,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4895_CA-2019-135776,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1225_CA-2019-126004,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6358_CA-2020-139080,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9018_CA-2019-161361,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1191_CA-2020-117212,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2400_CA-2020-147361,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5598_CA-2020-151176,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5752_CA-2019-125850,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5066_CA-2020-142090,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1044_CA-2020-115651,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8312_US-2020-105935,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7320_CA-2020-100097,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
113_CA-2019-128867,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9040_CA-2019-117121,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
312_CA-2019-142902,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8772_CA-2020-115882,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1343_CA-2020-113481,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1368_US-2020-155425,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8676_CA-2020-163265,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5303_CA-2019-113831,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6823_US-2020-115609,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
276_CA-2020-118136,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6636_CA-2020-144498,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8801_CA-2020-148992,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1609_US-2019-115819,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1260_US-2019-168620,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9499_CA-2020-118213,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5132_CA-2020-146626,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3821_CA-2020-141873,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7493_US-2020-160836,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5534_US-2019-167472,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6522_CA-2020-138289,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9293_CA-2020-124114,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1453_CA-2019-133711,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9875_CA-2019-166653,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3397_US-2020-148362,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5966_CA-2020-119011,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7557_CA-2020-159506,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5230_CA-2020-124436,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1773_CA-2019-129686,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
830_CA-2020-129462,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8268_CA-2020-121790,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1281_CA-2019-160815,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7964_CA-2020-104864,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4486_CA-2019-109365,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2290_CA-2020-115154,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9903_CA-2020-117646,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8963_CA-2019-157280,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7800_CA-2020-166184,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9861_CA-2020-113278,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8522_CA-2019-141887,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6447_US-2020-119816,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8383_CA-2019-163048,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6118_US-2019-113677,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
802_CA-2020-105809,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6521_CA-2020-138289,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2928_CA-2020-158106,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
547_CA-2020-162929,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7240_CA-2019-101651,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4162_CA-2020-115546,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6126_CA-2020-145772,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5028_US-2020-130953,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7419_US-2019-114013,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8612_CA-2020-123624,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8906_US-2019-126431,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8366_CA-2020-157273,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1712_CA-2020-123491,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6005_CA-2020-107244,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
630_CA-2020-133431,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7565_US-2019-166660,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2903_CA-2019-164035,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6192_CA-2020-107986,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1923_CA-2019-156685,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1332_CA-2020-127705,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7067_CA-2019-147473,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5302_CA-2019-113831,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8352_CA-2020-132199,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1755_CA-2020-116715,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5591_CA-2019-115224,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8754_CA-2020-152198,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6339_CA-2020-143112,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2798_CA-2020-158743,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6652_US-2020-124779,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
497_CA-2019-126158,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6422_CA-2019-140130,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1446_CA-2020-102337,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6778_US-2020-166037,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7898_CA-2020-128363,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9653_CA-2019-107104,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8517_CA-2019-132899,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2311_US-2020-120418,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8257_CA-2020-152310,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7716_US-2020-101518,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7785_CA-2019-162236,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5675_CA-2019-146318,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3421_CA-2019-134803,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8392_CA-2020-110625,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8845_CA-2020-156664,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5085_CA-2019-108350,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8857_CA-2020-135909,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5485_CA-2020-148999,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6292_CA-2020-143756,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5353_CA-2019-123932,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1278_CA-2019-148698,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
90_CA-2019-109806,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
519_CA-2020-127432,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6827_CA-2019-118689,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3495_CA-2020-142034,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7850_CA-2019-104311,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6236_US-2020-142188,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6506_CA-2019-152331,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3089_US-2020-159205,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7373_US-2020-123862,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4881_CA-2020-143567,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9344_CA-2020-109085,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9201_CA-2019-152688,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5590_CA-2019-115224,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
443_CA-2019-115756,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3116_CA-2019-150350,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7564_CA-2020-157672,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1904_CA-2020-167094,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1996_US-2020-147221,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3612_US-2019-131674,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6568_CA-2020-131282,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6775_CA-2019-119018,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
528_CA-2020-113558,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6197_CA-2020-113453,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1662_CA-2020-144526,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9224_CA-2020-121160,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8910_CA-2020-160661,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8492_CA-2020-106824,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2183_CA-2019-128818,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2640_CA-2020-108441,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9205_CA-2019-104689,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8784_CA-2019-116911,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7818_CA-2019-138478,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
188_CA-2019-157000,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5182_CA-2020-108749,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9118_CA-2020-153045,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3088_CA-2020-118773,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5428_US-2019-108497,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6172_CA-2019-141523,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9240_CA-2020-110310,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
391_CA-2020-101798,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
148_CA-2019-114489,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3004_CA-2020-104381,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3945_CA-2019-133144,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6520_US-2020-116652,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2303_CA-2019-106558,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9160_CA-2019-118934,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8094_CA-2020-133046,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8095_CA-2020-133046,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3112_CA-2019-121671,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8635_CA-2020-159793,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6909_US-2020-135503,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
57_CA-2019-111682,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1316_CA-2019-145919,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2803_CA-2020-143329,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6639_CA-2020-103352,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
254_CA-2019-146941,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6767_CA-2020-100615,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8719_CA-2019-120824,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
517_CA-2020-127432,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9757_CA-2020-113705,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9839_US-2019-125402,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9685_CA-2020-122770,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1641_CA-2019-157266,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1514_CA-2020-112809,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6858_CA-2020-128965,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9324_CA-2020-121853,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5587_CA-2020-105333,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5288_CA-2020-105991,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
466_CA-2019-109869,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6942_CA-2020-107132,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3168_CA-2019-146682,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8015_CA-2020-120168,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9427_CA-2019-160479,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5983_CA-2019-114895,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
843_CA-2019-161669,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6682_CA-2020-145037,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
859_CA-2020-161984,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4273_US-2020-158505,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5476_CA-2020-169691,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3687_CA-2019-102792,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3106_CA-2019-103037,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4296_CA-2020-169124,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4050_CA-2020-136350,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9788_CA-2020-144491,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5565_CA-2020-157966,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5995_CA-2019-162187,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5958_CA-2019-127138,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2381_CA-2019-118052,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7780_CA-2019-139381,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3251_CA-2019-157868,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6151_US-2019-106600,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8404_CA-2019-154067,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9032_CA-2020-128041,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5902_CA-2019-159639,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1210_CA-2019-137050,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1807_US-2019-116729,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4633_CA-2020-168396,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9145_US-2020-166688,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3976_CA-2019-167556,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4612_CA-2019-109407,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9277_CA-2019-113236,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6154_CA-2020-151484,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
672_US-2020-106663,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4536_CA-2020-138464,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1473_CA-2020-164959,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7209_CA-2019-143476,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
506_CA-2020-134978,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3258_US-2019-161844,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8021_CA-2020-167227,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6031_US-2020-152492,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8809_US-2020-110646,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2024_CA-2019-168354,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7849_CA-2019-104311,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3460_CA-2020-136448,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1667_CA-2019-128531,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6033_CA-2020-104010,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7618_CA-2019-144309,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9559_CA-2019-129280,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2618_CA-2020-147942,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2773_CA-2020-158967,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7239_CA-2019-101651,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8616_CA-2019-165918,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7641_CA-2020-104885,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4961_CA-2019-166226,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2312_US-2020-120418,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7969_CA-2019-157707,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8115_CA-2020-144820,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2077_CA-2020-140676,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5996_CA-2019-162187,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1324_CA-2020-162635,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3110_CA-2019-121671,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3621_CA-2019-109743,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2617_CA-2020-147942,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8679_CA-2019-112739,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2256_CA-2019-164091,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7538_CA-2019-106460,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8201_CA-2020-125269,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5578_CA-2019-136686,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9989_CA-2020-163629,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4512_CA-2019-119935,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5381_CA-2019-136021,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8240_CA-2020-103065,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6619_US-2020-167402,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7445_CA-2020-127474,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2215_CA-2020-129378,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3396_US-2020-148362,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1857_US-2020-158218,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9123_CA-2020-162250,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9866_CA-2020-113278,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6382_CA-2019-127236,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8950_CA-2020-150910,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3066_CA-2020-106859,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5414_CA-2019-153157,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5829_CA-2020-161067,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5610_CA-2020-117198,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
654_CA-2020-140844,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2398_CA-2020-169264,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7115_US-2019-102239,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6785_CA-2020-121293,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5519_CA-2020-117667,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7636_US-2020-158526,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6868_US-2019-126452,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
733_CA-2020-131954,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4304_CA-2019-121601,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5804_US-2020-106796,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8978_CA-2020-156622,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2869_CA-2019-115588,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4182_US-2020-136868,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8533_CA-2019-156748,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3343_CA-2019-145982,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1204_CA-2019-114727,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1591_US-2019-132423,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8340_CA-2020-135076,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7789_US-2019-117037,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3676_CA-2020-154109,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6897_CA-2020-164756,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
464_CA-2019-109869,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
48_CA-2019-169194,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1736_CA-2020-101483,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3637_CA-2019-145177,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7073_CA-2019-112256,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2545_US-2019-114174,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4036_US-2019-108777,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2882_CA-2019-102932,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1827_CA-2019-167507,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6867_US-2019-126452,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7201_CA-2019-104276,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4830_CA-2019-152408,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9767_CA-2020-101959,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
427_CA-2020-149160,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
